predicted_label,no,yes
0,0.994204,0.005796012
0,0.9998865,0.00011373685
1,0.00025763086,0.99974257
0,0.9999509,4.9255224e-05
0,0.99997336,2.6940234e-05
0,0.99994475,5.548047e-05
0,0.99995565,4.446139e-05
1,0.00019362022,0.99980646
0,0.9995881,0.0004117063
0,0.99995995,4.0101997e-05
0,0.99970055,0.00029960525
0,0.99895155,0.0010483712
1,0.00028046814,0.9997196
1,0.0064072725,0.9935926
0,0.99994797,5.2206582e-05
0,0.99962485,0.00037514413
0,0.96926147,0.03073856
0,0.9999356,6.44471e-05
0,0.99992085,7.936449e-05
0,0.9999666,3.3664666e-05
0,0.9999461,5.4028118e-05
0,0.99996275,3.71833e-05
1,0.00016953045,0.9998308
0,0.99996185,3.8005554e-05
0,0.99997663,2.3340303e-05
0,0.9999466,5.3541557e-05
0,0.99997663,2.3529197e-05
1,0.00016108541,0.9998388
0,0.9999013,9.87624e-05
0,0.99976736,0.00023256571
1,0.00030796026,0.99969196
0,0.99974686,0.00025336226
0,0.99992085,7.9326346e-05
0,0.9998856,0.00011430338
0,0.999958,4.1873587e-05
0,0.99962914,0.00037084447
0,0.9999223,7.768023e-05
1,0.00046557898,0.9995342
0,0.9999552,4.470076e-05
0,0.9999757,2.450715e-05
0,0.9999008,9.945161e-05
0,0.99996704,3.3130418e-05
1,0.00024743722,0.9997526
0,0.99988884,0.00011129302
0,0.9999586,4.152946e-05
0,0.9998593,0.00014076353
0,0.9999623,3.7641203e-05
1,0.0003293085,0.9996705
0,0.9999643,3.5972847e-05
0,0.9999781,2.183891e-05
0,0.99997276,2.7189462e-05
0,0.9999775,2.2666076e-05
1,0.00014405012,0.99985605
1,0.00052011036,0.9994799
0,0.9999075,9.265057e-05
0,0.99987835,0.000121657446
0,0.99985266,0.00014740472
0,0.9999018,9.824311e-05
0,0.9999623,3.7693615e-05
0,0.9999752,2.4839841e-05
0,0.99996567,3.4197677e-05
0,0.99997425,2.5880094e-05
1,0.00016626761,0.9998336
0,0.99996185,3.8287566e-05
0,0.9999752,2.4769015e-05
0,0.9999709,2.9033961e-05
0,0.99997616,2.4094434e-05
1,0.00015196133,0.9998479
0,0.9999304,6.972036e-05
0,0.9999695,3.0800034e-05
0,0.99995995,3.996783e-05
0,0.9999718,2.7960057e-05
1,0.0001624258,0.9998374
0,0.9998836,0.00011619467
0,0.9999223,7.7751836e-05
0,0.98848003,0.011520142
0,0.99848413,0.0015158089
1,0.015588415,0.9844114
0,0.9999327,6.730233e-05
0,0.99993426,6.5962835e-05
0,0.99984926,0.00015080867
0,0.99987173,0.00012841208
1,0.00036498118,0.99963486
1,0.41706675,0.5829333
0,0.99749684,0.002503081
0,0.9993982,0.0006019291
0,0.99544543,0.004554573
0,0.9989933,0.0010067761
0,0.9999609,3.9044695e-05
0,0.99997663,2.33389e-05
0,0.9999686,3.1469153e-05
0,0.99994427,5.576602e-05
1,0.00019903878,0.9998012
0,0.9988072,0.0011928282
0,0.9998479,0.00015221865
0,0.999804,0.00019601129
1,0.016164636,0.98383534
0,0.9998856,0.000114720766
0,0.9999623,3.7754668e-05
0,0.9999786,2.1652082e-05
0,0.9999723,2.7919208e-05
0,0.99997705,2.2827036e-05
1,0.00016431267,0.99983555
1,0.0003804035,0.9996196
0,0.9999709,2.938399e-05
0,0.9999318,6.813062e-05
0,0.99994475,5.5254946e-05
0,0.9998913,0.0001087369
0,0.9999575,4.248512e-05
0,0.9999757,2.434625e-05
0,0.9999614,3.8621656e-05
0,0.99997336,2.6754431e-05
1,0.00018327992,0.99981695
0,0.99995947,4.068824e-05
0,0.99997663,2.3394901e-05
0,0.9999709,2.9040468e-05
0,0.9999757,2.4476785e-05
1,0.00017591799,0.99982405
0,0.9999332,6.698142e-05
0,0.99996996,3.0177589e-05
0,0.99995905,4.1185453e-05
0,0.99997276,2.7338423e-05
1,0.00017927616,0.99982077
0,0.99996185,3.807579e-05
0,0.9999747,2.5294856e-05
0,0.9999666,3.359036e-05
0,0.9999747,2.5401609e-05
1,0.00014808484,0.9998522
0,0.99996185,3.8343547e-05
0,0.99997425,2.5813242e-05
0,0.9999647,3.532585e-05
0,0.99997336,2.6884618e-05
1,0.00016662652,0.9998336
0,0.999003,0.0009971549
1,0.0005476846,0.9994523
0,0.99975735,0.00024262242
0,0.999671,0.00032894406
0,0.99988467,0.00011537513
0,0.99995565,4.460392e-05
0,0.99997425,2.573675e-05
0,0.9999681,3.199198e-05
0,0.9999747,2.5473782e-05
1,0.00015208007,0.9998479
0,0.9998931,0.00010677437
0,0.99996185,3.8033617e-05
0,0.99994904,5.091237e-05
0,0.99996614,3.3769204e-05
1,0.00016078245,0.99983925
0,0.999958,4.214831e-05
0,0.99997616,2.3730161e-05
0,0.9999709,2.9090666e-05
0,0.99997663,2.3548771e-05
1,0.0001565937,0.9998436
0,0.9999504,4.9428527e-05
0,0.99997276,2.731317e-05
0,0.999957,4.284415e-05
0,0.99997383,2.6218044e-05
1,0.00017668704,0.9998236
1,0.00021571526,0.99978447
0,0.9999609,3.923607e-05
0,0.9999195,8.078152e-05
0,0.9999614,3.8484806e-05
0,0.99993795,6.187517e-05
0,0.999958,4.1847514e-05
0,0.9999747,2.5357946e-05
0,0.99996907,3.098422e-05
0,0.99997705,2.2985852e-05
1,0.00015172921,0.99984837
0,0.99991995,8.032665e-05
0,0.99996334,3.6646194e-05
0,0.9999504,4.9596198e-05
0,0.9999718,2.8229812e-05
1,0.00016366536,0.9998365
1,0.0025733877,0.9974265
0,0.98875386,0.011246036
0,0.9995304,0.00046938652
0,0.99984926,0.00015074642
0,0.9996849,0.0003152606
0,0.99995995,4.0280764e-05
0,0.9999718,2.830686e-05
0,0.9999638,3.630952e-05
0,0.9999723,2.7700435e-05
1,0.00018190045,0.9998183
0,0.98465073,0.0153493015
0,0.8755997,0.124400206
0,0.99981785,0.0001822359
0,0.9998684,0.00013150468
0,0.8177268,0.18227315
0,0.99995905,4.110517e-05
0,0.9999752,2.46179e-05
0,0.9999695,3.0727595e-05
0,0.9999752,2.50191e-05
1,0.00015533328,0.9998445
0,0.99990994,9.0012734e-05
0,0.9999638,3.625018e-05
0,0.99995226,4.7612713e-05
0,0.9999695,3.0509966e-05
1,0.00016270562,0.9998374
0,0.99996567,3.4157292e-05
0,0.99997705,2.3115417e-05
0,0.9999652,3.477559e-05
0,0.99996704,3.3185916e-05
1,0.00023796438,0.9997621
0,0.80544555,0.19455443
0,0.99983555,0.00016459309
0,0.9996635,0.00033644622
0,0.99983495,0.0001649405
1,0.3576645,0.6423355
0,0.99992085,7.9009544e-05
0,0.9999652,3.4873796e-05
0,0.99993795,6.196292e-05
0,0.99993134,6.872826e-05
1,0.0003842183,0.9996158
1,0.011528483,0.9884715
0,0.99971485,0.00028508843
0,0.9996915,0.000308442
0,0.9997125,0.00028740198
0,0.99956405,0.00043601164
0,0.9999295,7.058143e-05
0,0.99996996,3.0336496e-05
0,0.999957,4.3139516e-05
0,0.99996907,3.096065e-05
1,0.00020737264,0.99979264
0,0.9999538,4.61723e-05
0,0.9999757,2.4250707e-05
0,0.9999652,3.4844474e-05
0,0.99997425,2.5780844e-05
1,0.00031521491,0.9996849
0,0.9999552,4.475988e-05
0,0.9999747,2.5529182e-05
0,0.9999614,3.8518552e-05
0,0.9999747,2.5232335e-05
1,0.0001672447,0.99983263
1,0.00028609645,0.99971396
0,0.9999604,3.9520426e-05
0,0.9999284,7.151858e-05
0,0.999957,4.2789798e-05
0,0.99981785,0.0001819997
0,0.9999552,4.4959415e-05
0,0.99997705,2.3071721e-05
0,0.9999686,3.149864e-05
0,0.9999757,2.4422852e-05
1,0.00017309735,0.9998269
0,0.9999184,8.140034e-05
0,0.9999695,3.0625204e-05
0,0.99995226,4.772186e-05
0,0.99997336,2.6814458e-05
1,0.00016058875,0.99983925
0,0.9999466,5.3231797e-05
0,0.9999757,2.4425623e-05
0,0.9999695,3.0347432e-05
0,0.9999723,2.7605707e-05
1,0.00031265602,0.9996872
0,0.99995947,4.0560855e-05
0,0.99997616,2.406504e-05
0,0.9999647,3.5505163e-05
0,0.9999752,2.4943009e-05
1,0.00016880383,0.99983126
1,0.00025613574,0.99974394
0,0.999929,7.118781e-05
0,0.9999223,7.782097e-05
0,0.999919,8.10847e-05
0,0.99991363,8.656704e-05
0,0.999957,4.3070493e-05
0,0.9999757,2.4187031e-05
0,0.9999695,3.076545e-05
0,0.99997705,2.2949864e-05
1,0.000165283,0.9998345
0,0.99974257,0.00025770263
0,0.9999604,3.9848474e-05
0,0.9999566,4.3373668e-05
0,0.99996704,3.2999807e-05
1,0.00029788158,0.999702
0,0.99996334,3.682402e-05
0,0.9999775,2.2675396e-05
0,0.9999718,2.8320197e-05
0,0.9999747,2.518327e-05
1,0.00015448354,0.99984556
0,0.9999538,4.6437213e-05
0,0.99997044,2.9769317e-05
0,0.9999647,3.5350924e-05
0,0.99997383,2.6511463e-05
1,0.00016021855,0.9998397
1,0.00022053218,0.9997797
0,0.99995947,4.044112e-05
0,0.99992704,7.2865274e-05
0,0.9999361,6.406045e-05
0,0.99992085,7.9040445e-05
0,0.9999504,4.9519826e-05
0,0.9999757,2.4486544e-05
0,0.9999686,3.1410505e-05
0,0.9999752,2.4934256e-05
1,0.00015571089,0.9998445
0,0.9999195,8.0696125e-05
0,0.9999643,3.5738005e-05
0,0.9999538,4.6493933e-05
0,0.9999718,2.8371776e-05
1,0.00014984827,0.99985033
0,0.9999681,3.19785e-05
0,0.9999781,2.1990096e-05
0,0.99997336,2.6735785e-05
0,0.9999747,2.521985e-05
1,0.0001685876,0.99983174
0,0.9999004,9.9891804e-05
1,0.00027776533,0.99972224
0,0.99984264,0.00015746587
0,0.99983835,0.00016146777
0,0.9999142,8.580675e-05
0,0.99995905,4.0944175e-05
0,0.99996334,3.6696485e-05
0,0.99995565,4.425892e-05
0,0.9999395,6.0733633e-05
1,0.00025401576,0.99974585
0,0.99996275,3.7431535e-05
0,0.99997336,2.6638587e-05
0,0.99996907,3.0869785e-05
0,0.9999614,3.8887207e-05
1,0.0002567344,0.9997435
0,0.99994993,4.992116e-05
0,0.9999695,3.0417377e-05
0,0.9999647,3.521556e-05
0,0.9999681,3.2110824e-05
1,0.0001998182,0.99980015
0,0.9999643,3.5779914e-05
0,0.9999775,2.2489388e-05
0,0.9999718,2.8046077e-05
0,0.9999775,2.2704933e-05
1,0.00014555074,0.9998545
0,0.99980736,0.00019253748
0,0.9665099,0.033490054
0,0.9999395,6.042282e-05
0,0.9999013,9.865997e-05
1,0.0044593588,0.9955406
0,0.99995905,4.1126656e-05
0,0.99997044,2.9618917e-05
0,0.99996185,3.8139424e-05
0,0.9999695,3.05424e-05
1,0.00017549808,0.99982446
1,0.12991521,0.8700848
0,0.9998083,0.00019162633
0,0.99995226,4.765428e-05
0,0.9999409,5.905094e-05
1,0.001619121,0.998381
1,0.00060623337,0.9993937
0,0.99945277,0.00054722076
0,0.99982214,0.00017806943
0,0.999844,0.00015600432
0,0.9999156,8.4361316e-05
0,0.95283663,0.047163326
0,0.999957,4.2960106e-05
0,0.9998722,0.00012803545
0,0.99994904,5.0974704e-05
0,0.9562457,0.04375424
0,0.999836,0.00016386386
0,0.9999714,2.8823626e-05
0,0.9999361,6.372337e-05
0,0.9999675,3.23145e-05
1,0.0002625216,0.9997373
1,0.001097851,0.99890226
0,0.99991316,8.682467e-05
0,0.9995872,0.00041293117
0,0.99992704,7.322605e-05
0,0.99964505,0.0003549509
1,0.00046191903,0.99953806
0,0.99995995,4.0005656e-05
0,0.99989563,0.00010470319
0,0.9998999,0.000100213554
0,0.9999213,7.881147e-05
0,0.9998556,0.00014434673
0,0.9999681,3.179677e-05
0,0.9999547,4.5457287e-05
0,0.9999681,3.182019e-05
1,0.00021856072,0.99978167
0,0.99996614,3.3854973e-05
0,0.9999791,2.122975e-05
0,0.99997044,2.9673143e-05
0,0.9999752,2.4654151e-05
1,0.00020286386,0.9997974
1,0.00072406186,0.999276
0,0.99961436,0.00038553152
0,0.9998827,0.00011741341
0,0.99973255,0.0002674368
0,0.99991655,8.37187e-05
0,0.9999018,9.8113145e-05
0,0.99997276,2.7401957e-05
0,0.99994224,5.7868267e-05
0,0.9999604,3.940647e-05
1,0.00027134875,0.99972874
0,0.9999418,5.8317346e-05
0,0.9999757,2.4585686e-05
0,0.9999666,3.3452256e-05
0,0.9999647,3.5532466e-05
1,0.0002656432,0.9997344
0,0.9998765,0.00012337003
0,0.9999718,2.830184e-05
0,0.9999586,4.1318348e-05
0,0.99996704,3.3060132e-05
1,0.0002783808,0.9997215
1,0.00029512463,0.99970484
0,0.9999695,3.0559007e-05
0,0.99991703,8.2927254e-05
0,0.9998756,0.0001243731
0,0.9998517,0.00014812044
0,0.9994443,0.00055559527
0,0.9999681,3.1983687e-05
0,0.999957,4.3185286e-05
0,0.9999566,4.368563e-05
1,0.00036390618,0.99963623
1,0.00021940001,0.9997806
0,0.9999609,3.9031325e-05
0,0.99990946,9.07323e-05
0,0.99992037,7.991908e-05
0,0.9997769,0.00022328606
0,0.99995905,4.0853723e-05
0,0.9999775,2.2509492e-05
0,0.9999718,2.8266126e-05
0,0.99997425,2.602612e-05
1,0.00018253805,0.9998174
0,0.9999261,7.394507e-05
0,0.99996996,2.992533e-05
0,0.9999609,3.9377916e-05
0,0.99997044,2.9659763e-05
1,0.00018190462,0.9998183
0,0.99996185,3.8127495e-05
0,0.9999791,2.1019869e-05
0,0.9999709,2.9072362e-05
0,0.9999757,2.4239956e-05
1,0.0002451434,0.9997549
0,0.99993086,6.909432e-05
0,0.99997663,2.3388073e-05
0,0.9999609,3.919684e-05
0,0.9999747,2.5182957e-05
1,0.00020962485,0.99979013
1,0.00035045063,0.99964964
0,0.9999471,5.301163e-05
0,0.9998388,0.00016107681
0,0.999939,6.1173676e-05
0,0.9997917,0.0002083642
0,0.9939874,0.0060124896
0,0.99994516,5.4894168e-05
0,0.92654896,0.073451094
0,0.9999432,5.6988927e-05
0,0.99767715,0.002322707
0,0.9999161,8.416195e-05
0,0.99996907,3.1168383e-05
0,0.9999575,4.258223e-05
0,0.99997276,2.726825e-05
1,0.00018457229,0.9998154
0,0.9999604,3.959637e-05
0,0.9999775,2.2507582e-05
0,0.99996907,3.123486e-05
0,0.99997276,2.7300852e-05
1,0.00015201367,0.9998479
1,0.0035102395,0.9964897
1,0.038249087,0.9617509
0,0.99978644,0.00021361647
0,0.99972254,0.00027732752
0,0.9999142,8.5693086e-05
0,0.9999586,4.138452e-05
0,0.99997276,2.7214757e-05
0,0.99995184,4.827141e-05
0,0.9999604,3.9486826e-05
1,0.00016595348,0.99983406
0,0.99995905,4.1036314e-05
0,0.9999757,2.419972e-05
0,0.9999686,3.1341686e-05
0,0.9999714,2.8766506e-05
1,0.00018481571,0.9998149
0,0.9999338,6.639035e-05
0,0.99996907,3.1277577e-05
0,0.9999575,4.230629e-05
0,0.99996996,2.9974e-05
1,0.00017262671,0.9998274
0,0.9999604,3.985452e-05
0,0.99997705,2.3041512e-05
0,0.9999709,2.8973634e-05
0,0.99997705,2.2970775e-05
1,0.00015227513,0.9998479
0,0.9999566,4.3260305e-05
0,0.99997425,2.5859763e-05
0,0.99996567,3.4166806e-05
0,0.9999747,2.5176307e-05
1,0.00016469359,0.99983555
1,0.0001937458,0.99980646
0,0.9999604,3.9497292e-05
0,0.99991035,8.973546e-05
0,0.9999638,3.6364825e-05
0,0.9999338,6.6187924e-05
0,0.9999566,4.3425232e-05
0,0.9999747,2.5162239e-05
0,0.9999695,3.0522424e-05
0,0.99997663,2.3195204e-05
1,0.00015275163,0.9998474
0,0.9999223,7.789871e-05
0,0.9999666,3.3576685e-05
0,0.9999547,4.554872e-05
0,0.99997276,2.7214031e-05
1,0.00016097607,0.9998388
0,0.99996567,3.4373163e-05
0,0.9999757,2.4600558e-05
0,0.99996334,3.6739028e-05
0,0.9999604,3.954192e-05
1,0.00023605175,0.99976397
1,0.06446072,0.9355393
0,0.9403522,0.059647843
0,0.99890655,0.0010935885
0,0.99665886,0.003341078
0,0.9998288,0.00017103797
0,0.9998899,0.00011018394
0,0.99994475,5.5313154e-05
0,0.99984837,0.00015185283
0,0.9996038,0.00039622397
1,0.00045531354,0.9995447
0,0.99622726,0.0037727419
0,0.9966613,0.0033386764
0,0.99911445,0.0008855407
0,0.99851716,0.0014829662
0,0.99079555,0.009204413
0,0.99991363,8.622708e-05
0,0.9999623,3.7792095e-05
0,0.9999533,4.6627323e-05
0,0.9999538,4.6351335e-05
1,0.0002637756,0.99973625
0,0.9999643,3.5949048e-05
0,0.9999786,2.1459116e-05
0,0.9999695,3.0401165e-05
0,0.9999781,2.212219e-05
1,0.00015200497,0.9998479
0,0.9999147,8.520649e-05
0,0.9998217,0.00017853874
1,0.00054295943,0.99945706
0,0.9999075,9.2441835e-05
0,0.99987084,0.00012910747
0,0.99994856,5.1340125e-05
0,0.9999666,3.3414763e-05
0,0.99986124,0.00013878327
0,0.9999638,3.6475765e-05
1,0.00021183651,0.9997883
0,0.9998417,0.00015841721
0,0.999907,9.299395e-05
1,0.0027553525,0.99724454
0,0.9999223,7.782097e-05
0,0.99788177,0.0021181195
0,0.9999395,6.050366e-05
0,0.9999666,3.3283028e-05
0,0.99994475,5.559302e-05
0,0.9999709,2.898557e-05
1,0.00018166727,0.9998183
0,0.9999638,3.647653e-05
0,0.9999786,2.1754931e-05
0,0.99997276,2.7231945e-05
0,0.99997705,2.2841801e-05
1,0.00018628407,0.99981356
0,0.99948895,0.00051105354
0,0.9999547,4.5318644e-05
0,0.9999652,3.505198e-05
0,0.9999723,2.7542383e-05
1,0.00071766495,0.9992823
1,0.00019764474,0.9998026
0,0.9999495,5.037156e-05
0,0.9999509,4.9184906e-05
0,0.99996614,3.4054578e-05
0,0.9999147,8.541779e-05
0,0.99995947,4.0406845e-05
0,0.9999747,2.515936e-05
0,0.99997044,2.9728093e-05
0,0.99997663,2.341338e-05
1,0.00016299418,0.9998369
0,0.9999227,7.746592e-05
0,0.9999695,3.0637442e-05
0,0.99995905,4.1104424e-05
0,0.9999723,2.7843349e-05
1,0.00018444368,0.9998154
0,0.99294657,0.0070535005
0,0.9999466,5.3580017e-05
0,0.684996,0.31500393
0,0.99863714,0.0013627533
0,0.99961716,0.00038274826
1,0.03806698,0.96193296
0,0.99983495,0.00016507664
0,0.99785745,0.002142506
0,0.99107456,0.008925384
0,0.99958223,0.00041793656
0,0.999693,0.00030698467
0,0.9999718,2.8157052e-05
0,0.9998827,0.000117182855
0,0.99975735,0.00024252318
1,0.0003374081,0.99966246
0,0.99995273,4.749213e-05
0,0.9999757,2.4299487e-05
0,0.99996907,3.1204014e-05
0,0.99996275,3.703237e-05
1,0.00022312983,0.9997769
0,0.9998017,0.00019844044
0,0.9999623,3.75245e-05
0,0.99994516,5.487747e-05
0,0.9999432,5.683527e-05
1,0.00035737164,0.99964243
0,0.9999614,3.8844617e-05
0,0.9999775,2.2607574e-05
0,0.9999718,2.8098364e-05
0,0.9999781,2.202149e-05
1,0.00014432237,0.9998556
0,0.99990225,9.759606e-05
0,0.8680245,0.13197541
0,0.9997658,0.0002339333
0,0.9999623,3.7730475e-05
1,0.0009429562,0.99905705
0,0.999958,4.1918578e-05
0,0.99997044,2.9738132e-05
0,0.99995947,4.07045e-05
0,0.9999723,2.785809e-05
1,0.00015205542,0.9998479
0,0.9994729,0.0005271064
1,0.28916374,0.71083623
0,0.99969345,0.0003065067
0,0.9997478,0.00025239377
0,0.99991316,8.680264e-05
0,0.9999284,7.171816e-05
0,0.99996614,3.3920514e-05
0,0.999957,4.288331e-05
0,0.9999709,2.9275492e-05
1,0.00015100022,0.99984884
0,0.9999609,3.9196202e-05
0,0.99997705,2.285383e-05
0,0.99996996,2.99442e-05
0,0.99997705,2.2811044e-05
1,0.00017607106,0.99982405
0,0.9998193,0.00018089467
0,0.99996275,3.7289017e-05
0,0.9999509,4.900156e-05
0,0.9999714,2.8531185e-05
1,0.00046548483,0.9995345
0,0.99995565,4.4315686e-05
0,0.99997383,2.6141443e-05
0,0.99996334,3.694468e-05
0,0.9999747,2.532561e-05
1,0.00018596085,0.99981403
1,0.00032106496,0.99967885
0,0.99997425,2.568271e-05
0,0.9999475,5.2504063e-05
0,0.9999714,2.8608212e-05
0,0.99984694,0.00015320709
0,0.9999323,6.776431e-05
0,0.99996334,3.6547146e-05
0,0.9999504,4.9502072e-05
0,0.9999714,2.8520548e-05
1,0.0001743309,0.99982554
0,0.9999686,3.173358e-05
0,0.9999786,2.1338854e-05
0,0.9999723,2.7625696e-05
0,0.9999752,2.465401e-05
1,0.0001601324,0.9998397
1,0.0007052316,0.99929476
0,0.9999543,4.604996e-05
0,0.9998931,0.000106913154
0,0.99884266,0.0011573742
0,0.9999142,8.572758e-05
0,0.99995905,4.088054e-05
0,0.9999723,2.7806944e-05
0,0.9999614,3.8908463e-05
0,0.9999666,3.3664473e-05
1,0.00019206323,0.99980783
0,0.99995565,4.431205e-05
0,0.99997705,2.2838403e-05
0,0.9999714,2.8894357e-05
0,0.9999714,2.859479e-05
1,0.00019034027,0.99980974
0,0.99994224,5.7761026e-05
0,0.9999714,2.889976e-05
0,0.99996185,3.797396e-05
0,0.9999723,2.7846032e-05
1,0.00017000306,0.9998302
0,0.9999638,3.6245725e-05
0,0.9999786,2.1340991e-05
0,0.99997383,2.6316742e-05
0,0.9999786,2.1743605e-05
1,0.00014555547,0.9998545
1,0.0004403425,0.99955976
0,0.999939,6.109094e-05
0,0.9999538,4.6254674e-05
0,0.9999723,2.7840802e-05
0,0.9999332,6.676967e-05
0,0.9999543,4.605229e-05
0,0.99997616,2.3911809e-05
0,0.99996907,3.1037693e-05
0,0.9999757,2.4534906e-05
1,0.00016426347,0.999836
0,0.99993473,6.548223e-05
0,0.99997663,2.3604554e-05
0,0.9999709,2.9147985e-05
0,0.99997616,2.395488e-05
1,0.0001858454,0.99981403
0,0.9999113,8.886433e-05
0,0.9999718,2.8295795e-05
0,0.9999638,3.6164616e-05
0,0.99997276,2.7436421e-05
1,0.00018335212,0.99981695
1,0.00025366957,0.99974626
0,0.99996614,3.384161e-05
0,0.999919,8.099706e-05
0,0.99995226,4.766069e-05
0,0.999854,0.000145932
0,0.99995184,4.805305e-05
0,0.99997425,2.5951767e-05
0,0.9999652,3.506328e-05
0,0.99997425,2.5963353e-05
1,0.00016689052,0.9998331
1,0.00020410855,0.999796
0,0.9999643,3.567909e-05
0,0.99992704,7.317795e-05
0,0.99996275,3.7181846e-05
0,0.99984884,0.00015111288
0,0.999958,4.2028936e-05
0,0.9999757,2.4271716e-05
0,0.99996996,3.0025181e-05
0,0.99997663,2.3609464e-05
1,0.00016186431,0.99983835
1,0.00025672143,0.9997435
0,0.9999604,3.976424e-05
0,0.99992085,7.921022e-05
0,0.99996334,3.6969417e-05
0,0.9999361,6.3728956e-05
0,0.99996275,3.7281407e-05
0,0.99997663,2.3355331e-05
0,0.9999723,2.7502645e-05
